Return Horizon,Mkt,SMB,HML,SUE,Mkt.1,SMB.1,HML.1,ABR,Mkt.2,SMB.2,HML.2,R11,Mkt.3,SMB.3,HML.3,IM,Mkt.4,SMB.4,HML.4,RS,Mkt.5,SMB.5,HML.5,NEI,Mkt.6,SMB.6,HML.6,RM,Mkt.7,SMB.7,HML.7,ILR,Mkt.8,SMB.8,HML.8,DEF,Mkt.9,SMB.9,HML.9,CM,Mkt.10,SMB.10,HML.10,EP,Mkt.11,SMB.11,HML.11,BM,Mkt.12,SMB.12,HML.12,CP,Mkt.13,SMB.13,HML.13,NOP,Mkt.14,SMB.14,HML.14,EM,Mkt.15,SMB.15,HML.15,SP,Mkt.16,SMB.16,HML.16,OCP,Mkt.17,SMB.17,HML.17,IR,Mkt.18,SMB.18,HML.18,VFP,Mkt.19,SMB.19,HML.19,DUR,Mkt.20,SMB.20,HML.20,ACI,Mkt.21,SMB.21,HML.21,IA,Mkt.22,SMB.22,HML.22,dPIA,Mkt.23,SMB.23,HML.23,NOA,Mkt.24,SMB.24,HML.24,dNOA,Mkt.25,SMB.25,HML.25,dLNO,Mkt.26,SMB.26,HML.26,IG,Mkt.27,SMB.27,HML.27,NSI,Mkt.28,SMB.28,HML.28,DII,Mkt.29,SMB.29,HML.29,CEI,Mkt.30,SMB.30,HML.30,IVG,Mkt.31,SMB.31,HML.31,IVC,Mkt.32,SMB.32,HML.32,OA,Mkt.33,SMB.33,HML.33,dWC,Mkt.34,SMB.34,HML.34,dFIN,Mkt.35,SMB.35,HML.35,dFNL,Mkt.36,SMB.36,HML.36,dBE,Mkt.37,SMB.37,HML.37,POA,Mkt.38,SMB.38,HML.38,PTA,Mkt.39,SMB.39,HML.39,NDF,Mkt.40,SMB.40,HML.40,ROE,Mkt.41,SMB.41,HML.41,dROE,Mkt.42,SMB.42,HML.42,ROA,Mkt.43,SMB.43,HML.43,dROA,Mkt.44,SMB.44,HML.44,GPA,Mkt.45,SMB.45,HML.45,OPA,Mkt.46,SMB.46,HML.46,COP,Mkt.47,SMB.47,HML.47,ADM,Mkt.48,SMB.48,HML.48,RDM,Mkt.49,SMB.49,HML.49,OL,Mkt.50,SMB.50,HML.50,RER,Mkt.51,SMB.51,HML.51,OCA,Mkt.52,SMB.52,HML.52,EPRD,Mkt.53,SMB.53,HML.53,SV,Mkt.54,SMB.54,HML.54,ISFF
"2,3,4",-2.83741928,1.070983162,0.277723475,-2.105562889,0.183657028,1.842871561,0.847593224,-4.505637021,-1.397597561,1.140534691,1.780288412,0.024169466,0.039436733,1.12493589,0.604973314,-0.079543403,-0.237104709,-0.962237367,0.168513344,-2.497135274,-0.376343296,0.005872011,0.127209278,-0.073369235,1.016801673,2.66842351,0.398912697,1.3837782,0.358452726,0.490980981,2.886311934,-2.367329916,-1.247320934,1.255355429,0.967050526,3.974291701,-0.493519757,1.370775194,1.376416385,-1.981848851,0.722483132,1.323294317,1.646561866,-3.13114788,-0.187669673,1.148174631,0.085816394,-1.120428784,-0.880432973,0.478048983,-1.257949692,1.620800878,-0.385776851,-0.814248453,1.645313316,0.486235862,-1.850937655,0.225252505,0.11321432,0.408320288,-0.286535629,2.301398628,3.602589693,-1.814985994,-0.746213217,1.450548591,-0.24245618,-0.738917606,-1.401853665,1.000795156,2.512307096,0.225704514,0.122232331,1.450915635,0.795959103,0.48476738,3.85E-05,2.596717652,-4.769864863,-0.391308773,0.654541529,1.401222196,3.299115416,-2.421236735,-0.695717462,0.613680392,2.075871494,0.275646757,-0.929471173,1.016061019,1.861934887,1.092242033,-0.183317844,0.649924728,-0.152896778,-3.210790405,-1.199590367,1.126978794,0.556927373,0.137241029,0.094926019,0.835429638,3.210333592,-0.793036571,1.095915414,0.385052871,0.827155001,0.460644323,0.566846598,0.486072659,-1.32390744,-1.538597536,0.348736763,1.531553515,1.629125454,-1.666189743,-2.617354287,1.231777461,1.437881971,4.843075428,0.952258449,0.890582772,0.809872128,2.18704256,-0.45071969,0.948058818,2.102459523,-1.585404325,0.348736763,1.531553515,1.629125454,-1.666189743,1.775386668,1.730051357,1.28950575,-2.819593515,2.543354975,0.050435505,0.234147385,-0.714299738,1.081323628,1.14611647,2.352686289,0.809420809,0.647339344,1.80601084,0.321356091,0.607695517,-0.097736465,0.613552411,1.647875676,-0.507575098,-0.875598806,0.13283793,4.316349079,0.881089277,-1.073757368,0.102608697,1.645652569,-3.542568668,-0.307443279,0.588178777,1.375027723,0.452640636,0.241905148,0.552605384,3.635890446,-1.308663313,-0.555260566,0.86923067,1.304095144,-1.629935484,-0.170143824,0.353243111,2.258898649,-2.370529321,0.365974707,1.505971434,2.048050923,2.772212173,0.33140765,1.343958632,2.202223589,3.228371701,-0.562754036,2.146911486,1.519520683,0.686139342,1.98740674,-0.172273753,-0.50358644,2.258925745,1.972854696,-0.612909405,2.959958225,-1.383755969,1.312674523,1.298939581,2.263014008,0.374756089,0.090855333,0.48476859,0.47431749,-4.096125884,0.164610115,1.235244871,2.101980123,-1.17345068,-1.590789767,2.256514562,-1.233121165,-2.269480549,0.111635034,2.662642669,0.399593882,-0.489551556,-0.046049837,2.36451212,0.695570426,3.071736055
"t_2,3,4",-1.26003253,0.656078943,0.142568707,-0.96560534,-0.035611182,1.211511766,0.38388868,-1.953946143,-0.703530195,0.924974899,0.978898573,0.015578436,-0.027143005,0.816690122,0.303211991,0.01394174,-0.174323951,-0.611671211,0.078977386,-1.355446872,-0.172806883,0.008177996,0.075700346,0.033514081,0.415832872,2.178121604,0.203916347,0.728631703,0.181463969,0.361346839,1.519626309,-1.049256512,-0.535276891,0.811068516,0.458185249,1.392801314,-0.278473369,0.89671448,0.567247055,-0.711543769,0.321781471,0.934516708,0.880554048,-1.597853775,-0.081241471,0.881867393,-0.016374513,-0.620343098,-0.461896985,0.349359926,-0.661689263,0.818970767,-0.195984624,-0.562526449,0.733809698,0.204650805,-1.015850697,0.208057653,0.049374345,0.219825381,-0.241143348,1.687353106,1.662499327,-0.995204472,-0.429239819,0.907622724,-0.048735893,-0.260414871,-0.720754772,0.683702767,1.285827165,0.14167134,-0.061668464,0.937244298,0.344147863,0.250632214,0.000470219,1.805737686,-2.18582086,-0.2437458,0.356074872,1.004789621,1.598681995,-1.314521833,-0.447608294,0.448102733,1.008770055,0.212678388,-0.444775242,0.754627351,0.958249735,0.483614602,-0.082262899,0.518074948,-0.121200673,-1.771893433,-0.67303291,0.826173495,0.287039369,0.134352885,0.010980195,0.594961607,1.573295117,-0.42766188,0.548048051,0.319889283,0.411829737,0.274608958,0.246409633,0.382091576,-0.697081146,-0.85910202,0.123919627,1.142910718,0.790377252,-0.619056248,-1.169990298,0.923390496,0.700196244,2.193572868,0.500366693,0.644082374,0.36977737,1.123864597,-0.259122041,0.697501441,1.180079708,-0.628899187,0.123919627,1.142910718,0.790377252,-0.619056248,0.959424895,1.223410401,0.626340235,-1.366893106,1.242427189,-0.008640837,0.122609818,-0.304141709,0.524676084,0.910213022,1.261908833,0.349192409,0.262189752,1.276486423,0.163916904,0.297493925,-0.134541842,0.45735679,0.863432458,-0.337222761,-0.475611829,0.045230648,2.093367899,0.39544128,-0.532156671,0.086704893,0.733706429,-1.400539014,-0.174727289,0.375671996,0.674811539,0.204552965,0.056124009,0.365938166,1.651625499,-0.545131575,-0.237274872,0.525055893,0.54973762,-0.740050223,-0.137785482,0.219550273,0.999755902,-1.020680801,0.194494472,1.200352876,1.054968177,1.543018048,0.105934188,1.101523573,1.134348252,1.912030199,-0.347543015,1.709310959,0.758230874,0.292483179,0.938452699,-0.119098248,-0.233074592,0.958098403,0.856918744,-0.344213036,1.522088074,-0.625424784,0.58877367,1.03139632,1.294591529,0.155430971,-0.010607772,0.334009885,0.226057016,-1.803566493,0.046276383,0.940932002,1.171032796,-0.728015614,-0.771734836,1.663075909,-0.542501011,-1.106337637,-0.054652466,1.36625588,0.156974216,-0.242507345,0.015686062,1.788896427,0.295969117,1.57407327
"5,6,7",-3.251779594,1.277464272,0.158921916,-0.253030863,0.408479704,0.904278394,1.023636601,-5.278441758,-0.980943905,0.0277124,0.242784683,-1.787681469,-0.572982625,0.221406101,-1.851919837,-1.63064534,-0.591837437,-1.216841445,0.347676384,-1.560507394,-1.702418443,-0.957237017,1.276920058,2.779455717,-0.146750856,1.177655698,-1.339707792,2.170247078,-1.138630809,-0.677925216,1.923810071,-7.335392559,-1.221031177,-0.286713005,-0.911797677,2.598024768,0.291427607,1.075575744,0.200617312,-3.056947597,0.345634843,1.790722437,-0.035192809,-3.199319502,-2.413270158,0.219140882,1.816404492,-2.816981325,-1.361740178,-0.607302278,0.066591795,0.123093223,-2.072791187,-2.233963509,0.368014243,0.803569287,-1.158157729,0.286975618,0.88352662,2.178957566,1.716712187,1.383581106,1.437871464,-1.674424091,-1.456592684,-0.585726615,1.57919108,-3.30478854,-2.172941801,0.69604915,0.500781673,0.130380877,-2.322470579,1.070775816,0.179148717,-3.64493587,-2.219880487,1.900159496,-3.378973247,3.143619168,-1.01888421,1.734900116,2.339359512,-2.066508526,0.461486299,-0.268460896,2.687864289,0.525256186,-1.223119061,1.163267103,2.229085846,3.662618503,0.623298337,1.324777341,0.758353304,-5.913951359,-0.353321015,-0.028054186,-0.220086196,-0.576556476,-1.240589232,1.740088241,2.385300061,0.301082955,0.694589694,-0.685517963,2.233666803,2.297326832,-1.543013604,-0.860549119,-2.268562744,-3.357106569,1.130196309,0.829169842,2.589493264,-3.306374248,-3.782995165,-0.275042769,0.195159463,4.675588463,-0.028582539,1.157485321,0.732763424,1.854460802,-1.026596284,1.889542247,1.838753265,-1.590057867,1.130196309,0.829169842,2.589493264,-3.306374248,0.240520493,0.320145482,0.819777087,-1.88760068,2.017866237,-0.449270144,-0.224153536,-3.1757004,0.603080255,0.771904217,2.048864256,-0.77492634,0.094224675,2.061577688,1.764231968,0.966929752,0.068851707,-0.474266815,2.265924959,-0.505411259,-1.590916119,0.493800522,2.311980467,2.63420235,0.208004912,-1.305415475,1.332630288,-5.097730402,-1.070706254,1.215396584,2.69559089,0.998632212,-0.094114661,-0.320509335,1.454933613,1.48105133,-2.109833822,1.088783963,0.730253145,-2.384531348,-0.008466756,-1.125934749,1.082911603,-1.02903773,-1.348994974,1.358476122,1.89199647,4.804803691,-0.04258969,-0.674431995,1.986543382,2.526626315,-0.247059419,-0.024423445,1.525576347,0.33290082,0.921736858,-0.388032738,-0.911726016,3.177808193,0.297044458,-1.202616574,0.445671653,0.974154857,0.467925181,-0.02016609,2.160971979,2.56296016,-0.540374061,-0.740698124,-0.33370858,-6.294868338,-0.203870116,0.819903164,-0.674909928,-0.909490219,-0.91939469,2.525888988,-0.334482952,-2.183290421,1.800950536,2.794661417,-3.325545356,-0.700231471,-0.974854886,1.953051318,1.17731359,-0.019429714
"t_5,6,7",-1.297705522,0.643833884,0.063386543,-0.093665503,0.157467009,0.461973388,0.380058509,-2.023914646,-0.431153508,0.022233037,0.133083816,-0.730723214,-0.21955328,0.122013145,-0.757148399,-0.564661888,-0.240983601,-0.617675493,0.158236331,-0.674897124,-0.626505469,-0.47980032,0.471045876,1.012171648,-0.074301752,0.679232565,-0.565733135,1.001357729,-0.493924146,-0.35015462,0.803932358,-2.876412315,-0.423915424,-0.101418718,-0.330245623,0.777380772,0.090642201,0.435261225,0.056077537,-1.043840169,0.149019893,1.021156479,-0.019804353,-1.449369122,-1.001080525,0.130836942,0.766763893,-1.253856064,-0.561161353,-0.348989655,0.003929327,0.052895425,-0.79342177,-0.978817283,0.133203302,0.269058076,-0.501110416,0.15643373,0.353747394,1.039191658,0.734950698,0.761251216,0.577132198,-0.780973746,-0.543390172,-0.273930528,0.513219362,-1.104522049,-0.878867366,0.348121807,0.215888473,0.054514565,-0.841736068,0.522515258,0.05812365,-1.355720082,-0.905871122,0.974956575,-1.198027491,1.243873596,-0.435451045,0.938988989,0.912562176,-0.900543243,0.207707344,-0.146733092,1.13893636,0.240172068,-0.494626149,0.66525779,0.985134384,1.443013358,0.256175062,0.757627837,0.326490006,-2.863359838,-0.141900806,-0.018024739,-0.096077921,-0.275217377,-0.510862407,0.986486477,1.018726689,0.12125376,0.307395789,-0.401915756,1.025639153,1.052389162,-0.629048739,-0.447018582,-0.919562991,-1.55704889,0.46757489,0.461384207,1.059985948,-1.255872193,-1.496072687,-0.142449285,0.088412491,1.848254652,-0.009025135,0.646414687,0.328164994,0.767608633,-0.413913586,1.063328996,0.769533722,-0.628769946,0.46757489,0.461384207,1.059985948,-1.255872193,0.090937244,0.160800753,0.348007636,-0.764362086,0.738371562,-0.237871957,-0.081855625,-1.246343784,0.260718588,0.424065408,0.894918727,-0.324730182,0.046584456,1.184644217,0.714591063,0.414676379,0.032959066,-0.259863632,0.997771424,-0.188441368,-0.615513301,0.25469569,0.856792369,1.024928599,0.079233458,-0.656794137,0.490291906,-1.707498479,-0.437783237,0.633334285,1.023206355,0.354104197,-0.038924538,-0.16557898,0.536431191,0.506994801,-0.808095332,0.54464276,0.249961926,-0.958195951,-0.005199726,-0.567687139,0.377912142,-0.369434507,-0.578215618,0.799093692,0.799232232,2.096661822,-0.02031789,-0.370488618,0.864862112,1.252562361,-0.106620183,-0.007836658,0.633033984,0.155472768,0.358124985,-0.163825933,-0.310503286,1.250907818,0.121222822,-0.516159024,0.167678322,0.39883241,0.199410095,0.013884732,0.989909115,1.146125972,-0.219234074,-0.371442702,-0.139378722,-2.233821546,-0.088397176,0.446473075,-0.280404073,-0.386202485,-0.386211828,1.302685177,-0.130588828,-0.872020538,0.522250538,1.050523427,-0.970873755,-0.205629402,-0.387483159,1.105930761,0.477484138,0.046806542
"11,12,13",-4.035294933,-0.54136926,1.875034024,0.634259514,-1.74613587,-1.434782441,-1.080110713,-2.535016853,-0.30999327,-0.729447703,0.473416267,-1.681589512,0.572853934,-1.499620707,-1.666288883,-1.491049153,0.993582506,-1.729638998,0.614335222,0.209818988,-2.126750748,-1.258516384,0.712464135,4.910066579,1.659896056,-1.140750472,-0.420065571,1.976993927,0.634876034,-1.920704154,-1.845788742,-4.25554811,0.164492129,-1.705256782,1.060180675,1.273614814,0.656631089,2.200951914,-2.038400526,-2.379642295,-0.887648613,-0.416986348,-0.327516068,-1.631122946,0.562313417,-0.186212992,1.450233497,-2.164985254,-1.906604912,-1.725237302,-0.84103013,0.533876636,0.5126204,-3.40011871,-0.782912071,2.972905669,-0.475196277,-0.423390622,-1.985486062,-0.314763512,-0.138386803,-0.49961614,0.121140172,-0.059979775,-0.516438597,-3.477605906,2.449353441,-6.462008573,-0.164258005,1.036564723,-3.659239691,0.775025799,-1.949373529,-0.426740371,-0.160173112,-4.296406354,0.133042221,0.578588003,-1.087719068,1.18861705,0.76827123,1.296738135,0.4814739,-5.002866392,0.196317883,-1.992695362,0.376445741,1.581937146,-1.052201817,-1.264615832,2.265694059,2.880609351,1.405156624,-0.459370643,-0.035921649,-5.068853384,2.077697582,-1.031584371,2.165778425,0.917863309,-0.066071945,-0.787984845,2.886736741,0.382086159,0.042221801,-1.378161182,2.972291575,1.795701156,1.018774116,-1.160174031,-1.771616858,-5.958751087,0.48721216,-1.731939751,3.506117788,1.294875512,-0.183307303,-3.046516288,0.62470896,2.396838899,0.337649931,-3.163165406,4.550224895,1.565330355,0.152226872,-1.829354692,0.806114332,1.013004416,0.48721216,-1.731939751,3.506117788,1.294875512,1.283996115,0.14305759,1.846642114,-1.555961461,4.199078454,-4.414813987,2.254602629,-0.152757969,0.096142433,-0.356333277,0.230859452,0.221239182,0.546312853,-0.757592986,1.569537999,4.228254448,-0.878245474,-2.239878026,0.891578547,-1.066467988,-0.602093604,-1.53925598,-0.287999732,4.190690575,-0.815306122,-5.343901579,1.24158377,-1.978548206,-0.512371496,-0.932496135,2.515475655,1.144614944,-0.312141338,-3.731291101,1.990607196,2.228308844,-1.569657438,-1.85613078,0.566649863,0.679141377,-0.387716911,-2.829444477,2.185593466,-1.505980874,0.851859225,-1.579097009,0.274971191,5.005683955,-0.353873384,-1.113807844,1.715721631,3.933179152,1.295972385,-1.051214916,1.941008234,1.007933044,1.440382029,-1.246530814,-0.194694904,-0.558910665,0.549048565,-2.084733678,2.250901136,3.767328608,0.267605359,-0.576367837,1.474705368,5.91115667,0.470927394,-2.011545833,2.291349806,-6.371557809,1.403135326,-0.076138546,0.05506803,-1.141888682,0.331529826,0.938670445,-1.294651599,-2.251097914,0.92946781,1.086136941,-3.027337892,2.211926765,1.403837822,3.048346419,1.039548097,-3.753656503
"t_11,12,13",-1.334409471,-0.20854335,0.581752705,0.204515989,-0.579416088,-0.590651607,-0.358505171,-0.900560102,-0.115085427,-0.317120071,0.170402121,-0.64389205,0.188892202,-0.63386848,-0.523737957,-0.498464011,0.374564208,-0.684578663,0.198672627,0.073977867,-0.695548161,-0.482556872,0.221661926,1.619001051,0.641368559,-0.50197916,-0.162803854,0.766314768,0.236682289,-0.863451933,-0.635213796,-1.681833758,0.050555641,-0.661657884,0.302560196,0.370930744,0.185727491,0.724937584,-0.526987627,-0.81312849,-0.329539169,-0.183284486,-0.123040513,-0.620317542,0.208187265,-0.079177684,0.573958362,-0.848713137,-0.70302013,-0.754465682,-0.287173474,0.220090688,0.166252974,-1.24560434,-0.225854168,0.989960373,-0.169543907,-0.198545745,-0.728051764,-0.132502559,-0.053699377,-0.209418003,0.042521413,-0.024092864,-0.161544342,-1.329763076,0.680243289,-1.940210594,-0.054962345,0.408074798,-1.331085262,0.310997594,-0.599125347,-0.155924997,-0.052163748,-1.344259197,0.045774099,0.233464155,-0.36834984,0.45612291,0.277850409,0.584699128,0.161158099,-1.816058205,0.068865288,-0.868100716,0.136035048,0.602540143,-0.378153598,-0.563516443,0.834166571,1.08686591,0.496023624,-0.202816746,-0.013518397,-1.951411882,0.730826915,-0.462311596,0.747953811,0.368186434,-0.017384963,-0.329612086,0.991650012,0.134472366,0.019314356,-0.62700996,1.117427257,0.764236933,0.361789414,-0.509676742,-0.625052484,-2.182294507,0.182698573,-0.772339268,1.246004645,0.447709619,-0.072761308,-1.335858743,0.201188667,0.849098279,0.122027221,-1.345204962,1.625701368,0.566535441,0.052687585,-0.80840559,0.276194106,0.38918319,0.182698573,-0.772339268,1.246004645,0.447709619,0.473627435,0.059760413,0.657679092,-0.549207839,1.262940834,-1.770215224,0.666800704,-0.054955212,0.034974146,-0.153691562,0.081188285,0.075905371,0.181807728,-0.324120691,0.550149417,1.572074675,-0.329174944,-1.011911844,0.331775363,-0.374199305,-0.198375279,-0.625730651,-0.09131482,1.592896086,-0.250999845,-1.974675878,0.367741538,-0.652240258,-0.189556529,-0.355579807,0.812568371,0.353145892,-0.10761164,-1.446031417,0.590475642,0.827918337,-0.530283052,-0.702458997,0.177769433,0.241038519,-0.121265247,-1.045370274,0.651119679,-0.489145086,0.312616661,-0.694972764,0.105921861,1.748781681,-0.124187211,-0.496298027,0.666390814,1.762637998,0.50366563,-0.450155069,0.6966963,0.38019641,0.431691346,-0.437292692,-0.049552415,-0.195762486,0.196821217,-0.75590938,0.714052642,1.347984055,0.102374069,-0.249322098,0.540828226,2.266253732,0.151886963,-0.793943258,0.77201877,-2.083792736,0.534476083,-0.029875211,0.021319769,-0.440166473,0.130898069,0.418923476,-0.476357981,-0.798456799,0.212117887,0.353651548,-0.729294845,0.615587141,0.469464902,1.310317687,0.362607827,-1.376422139
"23,24,25",1.587920005,-5.778788236,1.037156714,-3.768085744,2.098341507,-4.791141768,0.626466688,-3.4224089,3.022859658,-4.729985871,-0.517801008,-1.202048903,3.444687352,-3.779923917,-2.11698882,0.591731292,3.021733467,-5.106085344,-0.026946155,2.635577248,2.712150653,-4.331406131,-0.323478959,5.632769829,1.991118079,-3.74074281,-0.657627623,0.402552451,1.66886509,-2.818908762,0.03489421,-4.996344535,3.019114804,-5.490326331,-0.459537866,0.044204743,3.584716466,-2.887080945,-1.708169277,2.404699283,3.425153085,-3.852863988,1.400810193,-1.589850059,2.062787711,-4.331718251,1.75607869,-2.851205887,0.087428668,-3.867123722,1.426675197,-1.450915972,2.123489584,-6.321259822,-2.011491831,1.226801383,1.989527347,-4.704816537,-0.111578423,0.159163451,2.155086172,-3.167598206,2.685476873,-0.337523184,2.582931457,-6.822319584,1.042935158,-4.908323744,-1.391730673,-2.178230886,-1.638987289,0.609236795,3.020275905,-3.14132116,-3.194709563,-6.518111127,0.911442521,-2.307349045,-2.238166735,2.240588072,2.335758314,-4.409064122,-2.217925694,-4.364200474,3.811306827,-6.167104257,2.335711433,3.369065377,1.126901777,-3.191483458,1.877577375,4.780434828,1.408887512,-3.036992067,1.68982753,-6.097079229,4.180077818,-2.778765025,0.658369744,2.060545846,2.728829181,-1.478038485,0.783321245,0.924673515,3.214591365,-3.655940391,0.068202742,4.827100013,4.966063949,-3.285362783,-4.310165878,-5.894191801,1.641448894,-5.950666691,0.97597403,0.619208939,1.84792474,-2.809522784,0.758392043,0.110805456,2.971543864,-5.420898531,2.204869656,2.017167017,2.904554638,-2.765158609,1.128907727,0.423776766,1.641448894,-5.950666691,0.97597403,0.619208939,3.015279411,-3.876078572,-0.67976574,-7.469384975,3.25486906,-4.278368944,-0.918072815,-1.728971681,4.618180759,-1.711408059,3.443750946,2.602893418,4.073070888,-5.058253057,1.398579791,6.118102859,2.192612982,-5.096413064,-0.112441952,2.431864864,3.835118711,-5.368418418,0.329566388,6.412366454,3.703335002,-6.835501572,0.142236895,-1.545356863,4.487818745,-5.971872046,1.561019005,0.761610663,4.491197818,-6.783528107,1.216572305,3.344916188,3.677829203,-5.117979299,-0.296980067,3.29472937,2.457806091,-5.454407472,-0.646134618,1.743927394,1.609154706,-3.750916188,1.196942442,8.921229123,2.392775628,-2.918820953,1.909740081,2.70479809,2.677460803,-3.246930682,0.219749936,7.817113789,2.440763805,-4.708250936,-1.938032845,3.899347811,0.499353841,-6.226685729,-2.302046353,8.142398917,3.297889144,-2.191823792,0.287279833,5.424030342,2.340663626,-5.097592847,-1.704715781,-3.359487431,6.278700401,-3.490168919,-1.621104233,2.313887922,2.166355237,-0.371973463,-3.126185768,-4.784169088,-0.023329063,-5.187804216,-0.484192242,-1.79270921,0.909170625,-0.619740742,-2.214384524,-3.795709977
"t_23,24,25",0.49225049,-2.059233331,0.294143672,-1.134129418,0.618119432,-1.893350504,0.178738622,-1.137330912,1.061305874,-1.888851712,-0.190943603,-0.464962912,1.065184808,-1.297815285,-0.651077868,0.172893268,0.931687464,-1.9946134,-0.008482914,0.855886933,0.794222952,-1.555295518,-0.094147685,1.681862109,0.663676573,-1.450577246,-0.221801408,0.146302617,0.567624452,-1.162133819,0.012031472,-1.912467406,0.837124058,-1.846846399,-0.123726428,0.012848583,0.9053807,-0.844770592,-0.421277296,0.821368905,1.159904051,-1.578079544,0.486628233,-0.699292021,0.764318563,-1.70715939,0.680839696,-1.042254895,0.032796139,-1.562176527,0.475174708,-0.55889412,0.65162551,-2.315115071,-0.545764507,0.378866913,0.664249119,-1.882365723,-0.035050316,0.066334464,0.700677999,-1.223199004,0.933542483,-0.137745924,0.760064546,-2.292187381,0.299583471,-1.632626579,-0.471842356,-0.811918147,-0.587416655,0.224185523,0.83433852,-1.064544876,-0.804857433,-1.76429795,0.305758803,-0.892181035,-0.666185377,0.842846974,0.795665463,-1.653617806,-0.738995629,-1.583633065,1.312327896,-2.428584868,0.775798382,1.294976395,0.390235521,-1.289448963,0.650061599,1.688981005,0.462373817,-1.182129867,0.605047558,-2.35600556,1.390752363,-1.071719668,0.214029065,0.767558859,0.990143119,-0.569689701,0.253216768,0.344902557,1.175081703,-1.500828669,0.026279284,1.790977144,1.705041988,-1.465929346,-1.392195668,-2.102147524,0.573865933,-2.4351982,0.303204178,0.218379428,0.626954805,-1.118595164,0.22634581,0.044672389,1.077871533,-2.174328602,0.76151135,0.735574129,1.00508905,-1.137735381,0.38392469,0.161520404,0.573865933,-2.4351982,0.303204178,0.218379428,1.059713916,-1.604471771,-0.230126911,-2.241567904,0.895778994,-1.577743471,-0.2585028,-0.551415116,1.574318868,-0.675052385,1.16285754,1.00665074,1.467896267,-1.979971378,0.463350702,2.167916158,0.780751582,-2.197367048,-0.040868051,0.80604249,1.227001779,-2.126769456,0.096516246,2.209825646,1.083324971,-2.362750076,0.040226454,-0.513248417,1.47809968,-2.227687635,0.453742335,0.226940285,1.344704915,-2.446263036,0.348375886,0.888104709,1.144192651,-1.827400793,-0.084489989,0.928883191,0.752471942,-1.816122869,-0.172565689,0.498082831,0.530264848,-1.575302528,0.448541722,3.237876719,0.771759334,-1.20112453,0.697914279,0.956732249,0.868494192,-1.348962207,0.078308628,2.702183655,0.679353036,-1.5673716,-0.521636924,1.304329555,0.163929826,-2.149691704,-0.676071342,2.643442518,1.163148183,-0.876598839,0.108052697,2.132101319,0.684614098,-1.854989507,-0.498300081,-1.091583464,2.060238527,-1.299074196,-0.553677738,0.882137316,0.779955838,-0.15290867,-1.047357086,-1.637161335,0.002967132,-1.326628066,-0.108204825,-0.470542652,0.305808681,-0.237538756,-0.733934932,-1.255245594
